"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505922165820643","0.48582995951417","0.429978118161926","0.407916806440792","0.383268482490272","0.0186075360521011","0.0186174866510853","0.0180539339920836","0.0180105822419485","0.0175662581169615","0.0173277773977134","0.0175077037289373","0.0178385963799542","0.0169973987102413","0.0199068534264945","0.0204920878910203","0.0203949029261921","0.0214687486582032","0.0178174595128952","0.0148129732019303","0.0125197884306596","0.0186117680674113","0.0239185699152083","0.0222530297372096","0.0275726826443453","","","","","",
"Africa Eastern and Southern","AFE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","14.212927210498","13.607704320866","12.4426166935449","13.7426846317062","15.8417344061047","16.2337563532941","16.1965251912904","17.0536588661233","17.1349086194185","17.3738460864679","18.8739784165472","12.402073867253","12.7109578753413","12.1872804890488","11.8788930848418","12.3554198513624","12.9463334392373","13.1858534528355","12.2347646326967","12.4995736840172","12.4998474710171","12.7550338730458","10.9883569162728","9.83708707029622","9.76088731966465","10.0005620685111","10.9450277863842","12.1914821342765","12.507846151938","10.9061343573869","10.1130302682049","10.8392809185521","11.1680545696579","11.9640292645432","12.8545726798143","12.9910205952609","12.4464521348231","11.9131383102045","12.6263154952678","14.6429778019437","13.3919941565657","13.8281233633532","15.5059044294357","15.4216558277405",
"Afghanistan","AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6278918638443","37.4188554431481","29.7210671376957","31.114854912062","28.6359685844686","30.1050113574013","24.8922700059742","29.2975010547259","26.2100685374552","23.7436639877543","24.390873626371","22.8106627361766","22.1370413719574","20.6343227166798","25.7403140364582","26.4201990834448","22.0428967527575","25.7739707394105","29.9755825210461","33.5976188725451","33.7014323213923","34.7432471445174","",
"Africa Western and Central","AFW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","15.4556790747167","16.3450269860947","17.1646650964966","18.5580651556889","18.0989102219248","22.5275411072249","24.5704457549849","26.1446935729548","25.3822123080982","24.2568714039266","24.267593282025","24.1485461836365","24.0672292269233","25.1382204132323","25.5567892676892","25.5692013676834","26.3998560363485","27.0495985731385","23.70005968274","20.8093360739174","22.9516785753039","29.8176067416032","27.6883854575345","23.794506009082","23.3305317832728","22.3112425524647","22.0248196503267","22.6036080177665","23.6853831392392","22.143661558493","20.5470007533251","20.3764300176724","19.6327729448615","19.1983092023038","20.1723040420652","20.5964696674839","20.3567829277228","20.5495349260096","20.7573220627762","22.4682791113399","21.7290944201143","22.1038147949136","21.2023244610495","20.4317990030245",
"Angola","AGO","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65321372200356","7.02686916586973","9.00201794169947","12.9111824086392","6.29025682837342","5.66468956353548","8.15637702246655","5.8395499748266","6.19838450193387","6.25087790478717","5.06040294790886","5.19128018876127","5.24227833734658","4.80533933843347","6.62119676383424","6.18029349810839","5.84568087986773","6.06962999112471","6.50749231982044","7.5470567791822","9.12253437222206","9.83116886032956","10.0169959653141","8.60774180183334","7.88262506936516","9.94654357144815","11.4863453766476","13.7377884974543","14.8932844097455","16.4269606942903",
"Albania","ALB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8374497626885","33.5616611921297","28.9413145088437","26.2610428305328","23.6225672955948","22.1790139473687","20.4524054141319","19.7639164696809","19.8076203314692","18.5630799913995","17.1247178955729","16.0415750334868","15.5325494481234","15.422100399492","15.2792217271528","16.3586081914252","16.7202229491786","17.5913685516371","18.924817420614","19.2377589164282","18.7471602773412","19.167190753497","18.079078214296","17.9155558179549","18.1603973706713","18.8061417987988","17.7932055973056","16.9844780351393","16.2225671332527","15.4980110928492",
"Andorra","AND","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.517055747893417","0.441953155279431","0.385887245890569","0.419117893036526","0.414741997881256","0.380576808035011","0.353522338328863","0.368796683946436","0.406917963904405","0.418928933319218","0.466508601972863","0.490560827241276","0.601164453935572","0.585558984254785","0.537623493009676","0.513420109683398","0.521999648433619","0.559538512516191","0.546367882815281","0.522633248415779","0.559442769715814","0.531844879169824","0.487491862156614","0.47849213558896","0.46592379640818",
"Arab World","ARB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","15.6100581804186","15.0107729919166","15.5172389917796","14.746873352757","14.6060514522929","12.4568568047581","7.74919784114643","7.98077434635717","7.38866353805135","7.00096252374415","7.34907947094035","5.64449921388289","4.78328277853903","5.18073670195741","6.08189169428216","6.80186426797235","7.45081940756201","8.05254422727232","9.4308171329388","9.66465986722895","10.5918268902298","11.2325881590281","10.4950147039746","12.224148190139","8.86263096300299","9.01237843756934","9.95840336544854","9.2424697230097","8.951986383273","8.46769739611439","9.35438067483841","8.4143416110771","7.34365354475062","7.80070450457622","7.82069481837897","7.45584763998319","6.61738888783048","5.82684722624857","5.59934823902262","5.60533105889397","5.0848768460707","6.14797993685088","5.70473576349329","5.14108777818567","4.66197697245073","4.77785834839513","4.9959130876886","5.6404845975894","5.4483063830885","4.99808915782172","4.64153092407251","4.81504230874345","5.61940935992997","4.89232568059241","4.33090540714588","4.93017467697512","5.30954116975583",
"United Arab Emirates","ARE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","0.540188294205409","0.545088280601967","0.485156877691024","0.629067480796601","0.54722317809093","0.490602457342951","0.548306764658785","0.640366457885388","0.730600581680254","0.842471510389179","0.925826534993559","1.18452414390845","1.14322934213777","1.19773519163763","1.19302579195627","1.0584284754869","1.29776800811633","1.37862107758448","1.48090107737512","1.83042501688033","1.78706830470903","1.79243187203791","2.00402186456958","2.18089049130306","2.33324519711343","2.26265009303746","2.23820016235649","2.20332258864369","1.92768393253654","1.66536190905993","1.39540987408529","1.09424400194674","0.976671167666283","0.82730546409323","1.03688688860825","0.735025772222781","0.65142159370015","0.627943991804764","0.633172496321641","0.628716003480972","0.723671590492829","0.750862915175131","0.761757604094752","0.711464002250805","0.746712202794498","0.963890714422504","0.943418357564354","0.703347020739992","0.701206777795139","",
"Argentina","ARG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","12.9041629886915","10.2787574725073","9.98038631665412","9.72127698537181","9.18580964838541","9.6375609641048","10.8658823843399","10.984869871837","11.9525224881086","10.2308377488651","6.5839104917193","8.15217071197931","8.0871421139688","7.5044274778029","7.79627735939132","6.35350500487903","6.47552296063439","9.59615604621897","8.65832496118367","8.3459768371011","7.63430725730443","7.80040264019792","8.09435846444628","8.97786821775225","9.61606509643166","8.12367620787488","6.71649176009431","5.99078709147934","5.13682648211779","5.08266800031075","5.351464616273","5.61086611323361","5.22197210944516","5.25272256987622","4.45782610229152","4.67991094417297","4.56858960891786","10.2066467144411","10.328166939117","8.36248661002826","7.93875427420938","6.93557229126392","7.45235394606923","7.3189545972436","5.2736234689014","7.13216745078964","6.99873377022519","5.7817442068501","6.05291843670451","6.71270351428559","5.1566859021408","6.26456582010254","5.23162237725058","4.53787889681146","5.3185559967348","6.35703367575527","7.29128249622041","6.63829697473642","5.92985376183283","5.98159930630507",
